id,date,store_nbr,family,sales,onpromotion
95,2015-04-05,1,AUTOMOTIVE,146.982,0
96,2015-04-06,1,AUTOMOTIVE,171.407,0
97,2015-04-07,1,AUTOMOTIVE,170.877,0
98,2015-04-08,1,AUTOMOTIVE,153.895,0
99,2015-04-09,1,AUTOMOTIVE,122.109,0
100,2015-04-10,1,AUTOMOTIVE,83.702,0
101,2015-04-11,1,AUTOMOTIVE,88.909,0
102,2015-04-12,1,AUTOMOTIVE,169.323,1
103,2015-04-13,1,AUTOMOTIVE,181.664,0
104,2015-04-14,1,AUTOMOTIVE,223.823,1
105,2015-04-15,1,AUTOMOTIVE,138.919,0
106,2015-04-16,1,AUTOMOTIVE,99.069,0
107,2015-04-17,1,AUTOMOTIVE,79.622,0
108,2015-04-18,1,AUTOMOTIVE,115.539,1
109,2015-04-19,1,AUTOMOTIVE,133.341,0
110,2015-04-20,1,AUTOMOTIVE,177.415,0
111,2015-04-21,1,AUTOMOTIVE,174.071,0
112,2015-04-22,1,AUTOMOTIVE,141.174,0
113,2015-04-23,1,AUTOMOTIVE,119.63,0
114,2015-04-24,1,AUTOMOTIVE,90.668,0
115,2015-04-25,1,AUTOMOTIVE,109.312,0
116,2015-04-26,1,AUTOMOTIVE,114.133,0
117,2015-04-27,1,AUTOMOTIVE,212.058,1
118,2015-04-28,1,AUTOMOTIVE,192.598,0
119,2015-04-29,1,AUTOMOTIVE,160.38,0
120,2015-04-30,1,AUTOMOTIVE,102.851,0
121,2015-05-01,1,AUTOMOTIVE,116.758,1
122,2015-05-02,1,AUTOMOTIVE,86.077,0
123,2015-05-03,1,AUTOMOTIVE,126.584,0
124,2015-05-04,1,AUTOMOTIVE,180.502,0
125,2015-05-05,1,AUTOMOTIVE,216.785,1
126,2015-05-06,1,AUTOMOTIVE,160.08,0
127,2015-05-07,1,AUTOMOTIVE,135.471,1
128,2015-05-08,1,AUTOMOTIVE,68.612,0
129,2015-05-09,1,AUTOMOTIVE,85.329,0
130,2015-05-10,1,AUTOMOTIVE,118.141,0
131,2015-05-11,1,AUTOMOTIVE,160.158,0
132,2015-05-12,1,AUTOMOTIVE,170.268,0
133,2015-05-13,1,AUTOMOTIVE,147.456,0
134,2015-05-14,1,AUTOMOTIVE,106.93,0
135,2015-05-15,1,AUTOMOTIVE,105.906,0
136,2015-05-16,1,AUTOMOTIVE,101.575,1
137,2015-05-17,1,AUTOMOTIVE,156.035,1
138,2015-05-18,1,AUTOMOTIVE,167.189,0
139,2015-05-19,1,AUTOMOTIVE,232.558,1
140,2015-05-20,1,AUTOMOTIVE,148.076,0
141,2015-05-21,1,AUTOMOTIVE,121.781,0
142,2015-05-22,1,AUTOMOTIVE,65.581,0
143,2015-05-23,1,AUTOMOTIVE,108.147,0
144,2015-05-24,1,AUTOMOTIVE,118.948,0
145,2015-05-25,1,AUTOMOTIVE,157.796,0
146,2015-05-26,1,AUTOMOTIVE,156.725,0
147,2015-05-27,1,AUTOMOTIVE,146.268,0
148,2015-05-28,1,AUTOMOTIVE,126.095,0
149,2015-05-29,1,AUTOMOTIVE,109.189,0
150,2015-05-30,1,AUTOMOTIVE,78.728,0
151,2015-05-31,1,AUTOMOTIVE,160.955,1
152,2015-06-01,1,AUTOMOTIVE,173.473,0
153,2015-06-02,1,AUTOMOTIVE,163.916,0
154,2015-06-03,1,AUTOMOTIVE,139.845,0
155,2015-06-04,1,AUTOMOTIVE,101.099,0
156,2015-06-05,1,AUTOMOTIVE,87.537,0
157,2015-06-06,1,AUTOMOTIVE,126.685,1
158,2015-06-07,1,AUTOMOTIVE,129.777,0
159,2015-06-08,1,AUTOMOTIVE,158.713,0
160,2015-06-09,1,AUTOMOTIVE,159.609,0
161,2015-06-10,1,AUTOMOTIVE,145.054,0
162,2015-06-11,1,AUTOMOTIVE,96.378,0
163,2015-06-12,1,AUTOMOTIVE,76.261,0
164,2015-06-13,1,AUTOMOTIVE,99.358,0
165,2015-06-14,1,AUTOMOTIVE,154.566,1
166,2015-06-15,1,AUTOMOTIVE,154.72,0
167,2015-06-16,1,AUTOMOTIVE,156.816,0
168,2015-06-17,1,AUTOMOTIVE,181.155,1
169,2015-06-18,1,AUTOMOTIVE,115.1,0
170,2015-06-19,1,AUTOMOTIVE,87.509,1
171,2015-06-20,1,AUTOMOTIVE,107.366,1
172,2015-06-21,1,AUTOMOTIVE,117.752,0
173,2015-06-22,1,AUTOMOTIVE,179.622,1
174,2015-06-23,1,AUTOMOTIVE,145.172,0
175,2015-06-24,1,AUTOMOTIVE,133.706,0
176,2015-06-25,1,AUTOMOTIVE,129.943,1
177,2015-06-26,1,AUTOMOTIVE,92.325,0
178,2015-06-27,1,AUTOMOTIVE,62.41,0
179,2015-06-28,1,AUTOMOTIVE,106.844,0
180,2015-06-29,1,AUTOMOTIVE,142.054,0
181,2015-06-30,1,AUTOMOTIVE,134.326,0
182,2015-07-01,1,AUTOMOTIVE,122.423,0
183,2015-07-02,1,AUTOMOTIVE,87.34,0
184,2015-07-03,1,AUTOMOTIVE,66.279,0
185,2015-07-04,1,AUTOMOTIVE,77.817,1
186,2015-07-05,1,AUTOMOTIVE,114.348,0
187,2015-07-06,1,AUTOMOTIVE,135.169,0
188,2015-07-07,1,AUTOMOTIVE,166.01,0
189,2015-07-08,1,AUTOMOTIVE,136.504,0
190,2015-07-09,1,AUTOMOTIVE,77.642,0
191,2015-07-10,1,AUTOMOTIVE,73.633,0
192,2015-07-11,1,AUTOMOTIVE,93.082,1
193,2015-07-12,1,AUTOMOTIVE,119.202,0
194,2015-07-13,1,AUTOMOTIVE,139.427,0
195,2015-07-14,1,AUTOMOTIVE,139.554,0
196,2015-07-15,1,AUTOMOTIVE,129.566,0
197,2015-07-16,1,AUTOMOTIVE,93.21,0
198,2015-07-17,1,AUTOMOTIVE,69.029,0
199,2015-07-18,1,AUTOMOTIVE,100.189,0
200,2015-07-19,1,AUTOMOTIVE,100.97,0
201,2015-07-20,1,AUTOMOTIVE,130.393,0
202,2015-07-21,1,AUTOMOTIVE,125.222,0
203,2015-07-22,1,AUTOMOTIVE,121.366,0
204,2015-07-23,1,AUTOMOTIVE,99.241,0
205,2015-07-24,1,AUTOMOTIVE,46.302,0
206,2015-07-25,1,AUTOMOTIVE,92.302,1
207,2015-07-26,1,AUTOMOTIVE,117.385,1
208,2015-07-27,1,AUTOMOTIVE,148.426,0
209,2015-07-28,1,AUTOMOTIVE,154.072,0
210,2015-07-29,1,AUTOMOTIVE,122.735,0
211,2015-07-30,1,AUTOMOTIVE,103.171,0
212,2015-07-31,1,AUTOMOTIVE,58.052,0
213,2015-08-01,1,AUTOMOTIVE,103.441,1
214,2015-08-02,1,AUTOMOTIVE,95.558,0
215,2015-08-03,1,AUTOMOTIVE,133.086,0
216,2015-08-04,1,AUTOMOTIVE,132.674,0
217,2015-08-05,1,AUTOMOTIVE,142.45,1
218,2015-08-06,1,AUTOMOTIVE,91.501,0
219,2015-08-07,1,AUTOMOTIVE,51.763,0
220,2015-08-08,1,AUTOMOTIVE,88.162,1
221,2015-08-09,1,AUTOMOTIVE,126.713,1
222,2015-08-10,1,AUTOMOTIVE,122.347,0
223,2015-08-11,1,AUTOMOTIVE,134.305,0
224,2015-08-12,1,AUTOMOTIVE,110.493,0
225,2015-08-13,1,AUTOMOTIVE,101.611,0
226,2015-08-14,1,AUTOMOTIVE,72.739,0
227,2015-08-15,1,AUTOMOTIVE,121.915,1
228,2015-08-16,1,AUTOMOTIVE,89.096,0
229,2015-08-17,1,AUTOMOTIVE,164.427,1
230,2015-08-18,1,AUTOMOTIVE,153.787,0
231,2015-08-19,1,AUTOMOTIVE,115.186,0
232,2015-08-20,1,AUTOMOTIVE,90.715,1
233,2015-08-21,1,AUTOMOTIVE,52.522,0
234,2015-08-22,1,AUTOMOTIVE,69.614,0
235,2015-08-23,1,AUTOMOTIVE,110.621,0
236,2015-08-24,1,AUTOMOTIVE,130.461,0
237,2015-08-25,1,AUTOMOTIVE,NA,0
238,2015-08-26,1,AUTOMOTIVE,102.23,0
239,2015-08-27,1,AUTOMOTIVE,80.696,0
240,2015-08-28,1,AUTOMOTIVE,62.153,1
241,2015-08-29,1,AUTOMOTIVE,76.578,0
242,2015-08-30,1,AUTOMOTIVE,67.443,0
243,2015-08-31,1,AUTOMOTIVE,121.904,0
244,2015-09-01,1,AUTOMOTIVE,153.746,1
245,2015-09-02,1,AUTOMOTIVE,102.966,0
246,2015-09-03,1,AUTOMOTIVE,76.533,0
247,2015-09-04,1,AUTOMOTIVE,65.252,0
248,2015-09-05,1,AUTOMOTIVE,89.373,1
249,2015-09-06,1,AUTOMOTIVE,90.958,0
250,2015-09-07,1,AUTOMOTIVE,127.26,1
251,2015-09-08,1,AUTOMOTIVE,140.274,1
252,2015-09-09,1,AUTOMOTIVE,90.902,0
253,2015-09-10,1,AUTOMOTIVE,87.213,0
254,2015-09-11,1,AUTOMOTIVE,58.422,0
255,2015-09-12,1,AUTOMOTIVE,70.283,0
256,2015-09-13,1,AUTOMOTIVE,75.307,0
257,2015-09-14,1,AUTOMOTIVE,111.813,0
258,2015-09-15,1,AUTOMOTIVE,130.071,0
259,2015-09-16,1,AUTOMOTIVE,130.853,1
260,2015-09-17,1,AUTOMOTIVE,76.896,0
261,2015-09-18,1,AUTOMOTIVE,59.868,0
262,2015-09-19,1,AUTOMOTIVE,80.226,0
263,2015-09-20,1,AUTOMOTIVE,85.151,0
264,2015-09-21,1,AUTOMOTIVE,124.514,0
265,2015-09-22,1,AUTOMOTIVE,163.909,1
266,2015-09-23,1,AUTOMOTIVE,92.584,0
267,2015-09-24,1,AUTOMOTIVE,79.163,0
268,2015-09-25,1,AUTOMOTIVE,60.302,0
269,2015-09-26,1,AUTOMOTIVE,94.638,1
270,2015-09-27,1,AUTOMOTIVE,101.796,0
271,2015-09-28,1,AUTOMOTIVE,116.727,0
272,2015-09-29,1,AUTOMOTIVE,124.447,0
273,2015-09-30,1,AUTOMOTIVE,97.624,0
274,2015-10-01,1,AUTOMOTIVE,75.563,0
275,2015-10-02,1,AUTOMOTIVE,49.024,0
276,2015-10-03,1,AUTOMOTIVE,55.925,0
277,2015-10-04,1,AUTOMOTIVE,101.18,1
278,2015-10-05,1,AUTOMOTIVE,126.139,0
279,2015-10-06,1,AUTOMOTIVE,135.482,0
280,2015-10-07,1,AUTOMOTIVE,101.256,0
281,2015-10-08,1,AUTOMOTIVE,84.975,1
282,2015-10-09,1,AUTOMOTIVE,59.628,0
283,2015-10-10,1,AUTOMOTIVE,91.658,0
284,2015-10-11,1,AUTOMOTIVE,114.708,0
285,2015-10-12,1,AUTOMOTIVE,98.438,0
286,2015-10-13,1,AUTOMOTIVE,119.861,0
287,2015-10-14,1,AUTOMOTIVE,150.002,1
288,2015-10-15,1,AUTOMOTIVE,78.037,0
289,2015-10-16,1,AUTOMOTIVE,93.932,1
290,2015-10-17,1,AUTOMOTIVE,63.67,0
291,2015-10-18,1,AUTOMOTIVE,99.547,0
292,2015-10-19,1,AUTOMOTIVE,150.52,1
293,2015-10-20,1,AUTOMOTIVE,160.604,0
294,2015-10-21,1,AUTOMOTIVE,117.607,0
295,2015-10-22,1,AUTOMOTIVE,65.887,0
296,2015-10-23,1,AUTOMOTIVE,54.964,0
297,2015-10-24,1,AUTOMOTIVE,72.176,0
298,2015-10-25,1,AUTOMOTIVE,96.354,1
299,2015-10-26,1,AUTOMOTIVE,129.817,1
300,2015-10-27,1,AUTOMOTIVE,114.011,0
301,2015-10-28,1,AUTOMOTIVE,104.935,0
302,2015-10-29,1,AUTOMOTIVE,93.961,0
303,2015-10-30,1,AUTOMOTIVE,59.441,0
304,2015-10-31,1,AUTOMOTIVE,70.826,0
305,2015-11-01,1,AUTOMOTIVE,94.533,0
306,2015-11-02,1,AUTOMOTIVE,144.185,1
307,2015-11-03,1,AUTOMOTIVE,143.399,0
308,2015-11-04,1,AUTOMOTIVE,125.976,1
309,2015-11-05,1,AUTOMOTIVE,79.022,0
310,2015-11-06,1,AUTOMOTIVE,59.652,0
311,2015-11-07,1,AUTOMOTIVE,76.075,0
312,2015-11-08,1,AUTOMOTIVE,114.657,0
313,2015-11-09,1,AUTOMOTIVE,129.404,0
314,2015-11-10,1,AUTOMOTIVE,145.925,0
315,2015-11-11,1,AUTOMOTIVE,120.94,0
316,2015-11-12,1,AUTOMOTIVE,76.163,0
317,2015-11-13,1,AUTOMOTIVE,65.606,0
318,2015-11-14,1,AUTOMOTIVE,86.764,0
319,2015-11-15,1,AUTOMOTIVE,106.224,1
320,2015-11-16,1,AUTOMOTIVE,129.787,0
321,2015-11-17,1,AUTOMOTIVE,131.557,0
322,2015-11-18,1,AUTOMOTIVE,124.526,0
323,2015-11-19,1,AUTOMOTIVE,93.1,0
324,2015-11-20,1,AUTOMOTIVE,85.923,1
325,2015-11-21,1,AUTOMOTIVE,107.861,1
326,2015-11-22,1,AUTOMOTIVE,84.069,0
327,2015-11-23,1,AUTOMOTIVE,139.041,0
328,2015-11-24,1,AUTOMOTIVE,118.791,0
329,2015-11-25,1,AUTOMOTIVE,123.901,0
330,2015-11-26,1,AUTOMOTIVE,87.723,0
331,2015-11-27,1,AUTOMOTIVE,78.287,0
332,2015-11-28,1,AUTOMOTIVE,75.648,0
333,2015-11-29,1,AUTOMOTIVE,85.951,0
334,2015-11-30,1,AUTOMOTIVE,109.811,0
335,2015-12-01,1,AUTOMOTIVE,145.476,0
336,2015-12-02,1,AUTOMOTIVE,149.456,1
337,2015-12-03,1,AUTOMOTIVE,82.51,0
338,2015-12-04,1,AUTOMOTIVE,65.794,0
339,2015-12-05,1,AUTOMOTIVE,69.181,0
340,2015-12-06,1,AUTOMOTIVE,104.097,0
341,2015-12-07,1,AUTOMOTIVE,124.979,0
342,2015-12-08,1,AUTOMOTIVE,121.035,0
343,2015-12-09,1,AUTOMOTIVE,151.593,1
344,2015-12-10,1,AUTOMOTIVE,102.611,0
345,2015-12-11,1,AUTOMOTIVE,109.481,1
346,2015-12-12,1,AUTOMOTIVE,78.571,0
347,2015-12-13,1,AUTOMOTIVE,107.63,0
348,2015-12-14,1,AUTOMOTIVE,149.367,0
349,2015-12-15,1,AUTOMOTIVE,183.856,1
350,2015-12-16,1,AUTOMOTIVE,121.56,0
351,2015-12-17,1,AUTOMOTIVE,74.177,0
352,2015-12-18,1,AUTOMOTIVE,58.827,0
353,2015-12-19,1,AUTOMOTIVE,85.054,0
354,2015-12-20,1,AUTOMOTIVE,95.176,0
355,2015-12-21,1,AUTOMOTIVE,153.886,0
356,2015-12-22,1,AUTOMOTIVE,135.501,0
357,2015-12-23,1,AUTOMOTIVE,127.486,0
358,2015-12-24,1,AUTOMOTIVE,95.768,0
359,2015-12-25,1,AUTOMOTIVE,74.534,0
360,2015-12-26,1,AUTOMOTIVE,104.975,1
361,2015-12-27,1,AUTOMOTIVE,149.341,1
362,2015-12-28,1,AUTOMOTIVE,144.552,0
363,2015-12-29,1,AUTOMOTIVE,151.498,0
364,2015-12-30,1,AUTOMOTIVE,167.953,1
365,2015-12-31,1,AUTOMOTIVE,93.446,0
366,2015-01-01,1,BABY CARE,56.026,0
367,2015-01-02,1,BABY CARE,61.687,0
368,2015-01-03,1,BABY CARE,41.805,0
369,2015-01-04,1,BABY CARE,69.906,0
370,2015-01-05,1,BABY CARE,102.39,0
371,2015-01-06,1,BABY CARE,87.222,0
372,2015-01-07,1,BABY CARE,87.562,0
373,2015-01-08,1,BABY CARE,48.918,0
374,2015-01-09,1,BABY CARE,46.966,0
375,2015-01-10,1,BABY CARE,41.965,0
376,2015-01-11,1,BABY CARE,57.773,0
377,2015-01-12,1,BABY CARE,80.53,0
378,2015-01-13,1,BABY CARE,84.211,0
379,2015-01-14,1,BABY CARE,75.557,0
380,2015-01-15,1,BABY CARE,52.253,0
381,2015-01-16,1,BABY CARE,45.078,0
382,2015-01-17,1,BABY CARE,54.393,0
383,2015-01-18,1,BABY CARE,80.301,1
384,2015-01-19,1,BABY CARE,88.799,0
385,2015-01-20,1,BABY CARE,80.029,0
386,2015-01-21,1,BABY CARE,81.22,0
387,2015-01-22,1,BABY CARE,62.017,0
388,2015-01-23,1,BABY CARE,39.323,0
389,2015-01-24,1,BABY CARE,54.667,0
390,2015-01-25,1,BABY CARE,85.907,0
391,2015-01-26,1,BABY CARE,91.041,0
392,2015-01-27,1,BABY CARE,93.485,0
393,2015-01-28,1,BABY CARE,99.547,0
394,2015-01-29,1,BABY CARE,65.649,0
395,2015-01-30,1,BABY CARE,50.046,0
396,2015-01-31,1,BABY CARE,75.732,1
397,2015-02-01,1,BABY CARE,82.844,0
398,2015-02-02,1,BABY CARE,83.425,0
399,2015-02-03,1,BABY CARE,101.87,0
400,2015-02-04,1,BABY CARE,80.554,0
401,2015-02-05,1,BABY CARE,58.95,0
402,2015-02-06,1,BABY CARE,43.206,0
403,2015-02-07,1,BABY CARE,37.747,0
404,2015-02-08,1,BABY CARE,78.861,0
405,2015-02-09,1,BABY CARE,88.413,0
406,2015-02-10,1,BABY CARE,107.668,0
407,2015-02-11,1,BABY CARE,89.309,0
408,2015-02-12,1,BABY CARE,50.172,0
409,2015-02-13,1,BABY CARE,43.145,0
410,2015-02-14,1,BABY CARE,63.125,0
411,2015-02-15,1,BABY CARE,71.546,0
412,2015-02-16,1,BABY CARE,81.521,0
413,2015-02-17,1,BABY CARE,121.68,0
414,2015-02-18,1,BABY CARE,90.667,0
415,2015-02-19,1,BABY CARE,78.417,1
416,2015-02-20,1,BABY CARE,64.978,0
417,2015-02-21,1,BABY CARE,68.062,0
418,2015-02-22,1,BABY CARE,79.252,0
419,2015-02-23,1,BABY CARE,86.817,0
420,2015-02-24,1,BABY CARE,99.994,0
421,2015-02-25,1,BABY CARE,90.274,0
422,2015-02-26,1,BABY CARE,59.183,0
423,2015-02-27,1,BABY CARE,44.463,0
424,2015-02-28,1,BABY CARE,50.996,0
425,2015-03-01,1,BABY CARE,59.838,0
426,2015-03-02,1,BABY CARE,108.41,0
427,2015-03-03,1,BABY CARE,109.87,0
428,2015-03-04,1,BABY CARE,81.707,0
429,2015-03-05,1,BABY CARE,64.61,0
430,2015-03-06,1,BABY CARE,44.437,0
431,2015-03-07,1,BABY CARE,60.917,0
432,2015-03-08,1,BABY CARE,75.94,0
433,2015-03-09,1,BABY CARE,107.79,0
434,2015-03-10,1,BABY CARE,111.45,0
435,2015-03-11,1,BABY CARE,77.86,0
436,2015-03-12,1,BABY CARE,62.732,0
437,2015-03-13,1,BABY CARE,43.459,0
438,2015-03-14,1,BABY CARE,56.47,0
439,2015-03-15,1,BABY CARE,80.724,0
440,2015-03-16,1,BABY CARE,91.434,0
441,2015-03-17,1,BABY CARE,111.24,0
442,2015-03-18,1,BABY CARE,96.498,0
443,2015-03-19,1,BABY CARE,74.254,0
444,2015-03-20,1,BABY CARE,43.744,0
445,2015-03-21,1,BABY CARE,53.989,0
446,2015-03-22,1,BABY CARE,85.184,0
447,2015-03-23,1,BABY CARE,103.869,0
448,2015-03-24,1,BABY CARE,101.781,0
449,2015-03-25,1,BABY CARE,91.388,0
450,2015-03-26,1,BABY CARE,73.241,0
451,2015-03-27,1,BABY CARE,43.455,0
452,2015-03-28,1,BABY CARE,59.482,0
453,2015-03-29,1,BABY CARE,68.943,0
454,2015-03-30,1,BABY CARE,92.798,0
455,2015-03-31,1,BABY CARE,113.632,0
456,2015-04-01,1,BABY CARE,82.92,0
457,2015-04-02,1,BABY CARE,56.577,0
458,2015-04-03,1,BABY CARE,46.872,0
459,2015-04-04,1,BABY CARE,48.247,0
460,2015-04-05,1,BABY CARE,80.736,0
461,2015-04-06,1,BABY CARE,97.465,0
462,2015-04-07,1,BABY CARE,111.062,0
463,2015-04-08,1,BABY CARE,93.427,0
464,2015-04-09,1,BABY CARE,62.462,0
465,2015-04-10,1,BABY CARE,49.388,0
466,2015-04-11,1,BABY CARE,58.312,0
467,2015-04-12,1,BABY CARE,74.938,0
468,2015-04-13,1,BABY CARE,96.057,0
469,2015-04-14,1,BABY CARE,116.608,0
470,2015-04-15,1,BABY CARE,89.55,0
471,2015-04-16,1,BABY CARE,74.834,0
472,2015-04-17,1,BABY CARE,53.681,0
473,2015-04-18,1,BABY CARE,75.728,1
474,2015-04-19,1,BABY CARE,73.271,0
475,2015-04-20,1,BABY CARE,101.332,0
476,2015-04-21,1,BABY CARE,105.883,0
477,2015-04-22,1,BABY CARE,82.312,0
478,2015-04-23,1,BABY CARE,64.197,0
479,2015-04-24,1,BABY CARE,50.544,0
480,2015-04-25,1,BABY CARE,59.093,0
481,2015-04-26,1,BABY CARE,76.583,0
482,2015-04-27,1,BABY CARE,105.359,0
483,2015-04-28,1,BABY CARE,110.172,0
484,2015-04-29,1,BABY CARE,77.746,0
485,2015-04-30,1,BABY CARE,59.472,0
486,2015-05-01,1,BABY CARE,42.1,0
487,2015-05-02,1,BABY CARE,54.787,0
488,2015-05-03,1,BABY CARE,90.522,0
489,2015-05-04,1,BABY CARE,102.163,0
490,2015-05-05,1,BABY CARE,96.994,0
491,2015-05-06,1,BABY CARE,93.043,0
492,2015-05-07,1,BABY CARE,64.113,0
493,2015-05-08,1,BABY CARE,52.347,0
494,2015-05-09,1,BABY CARE,57.45,0
495,2015-05-10,1,BABY CARE,67.946,0
496,2015-05-11,1,BABY CARE,107.207,0
497,2015-05-12,1,BABY CARE,110.144,0
498,2015-05-13,1,BABY CARE,86.504,0
499,2015-05-14,1,BABY CARE,56.005,0
500,2015-05-15,1,BABY CARE,40.514,0
501,2015-05-16,1,BABY CARE,61.986,0
502,2015-05-17,1,BABY CARE,82.768,0
503,2015-05-18,1,BABY CARE,93.495,0
504,2015-05-19,1,BABY CARE,105.905,0
505,2015-05-20,1,BABY CARE,91.022,0
506,2015-05-21,1,BABY CARE,75.591,0
507,2015-05-22,1,BABY CARE,53.585,0
508,2015-05-23,1,BABY CARE,67.739,0
509,2015-05-24,1,BABY CARE,77.504,0
510,2015-05-25,1,BABY CARE,101.283,0
511,2015-05-26,1,BABY CARE,107.819,0
512,2015-05-27,1,BABY CARE,86.337,0
513,2015-05-28,1,BABY CARE,77.51,0
514,2015-05-29,1,BABY CARE,54.141,0
515,2015-05-30,1,BABY CARE,62.513,0
516,2015-05-31,1,BABY CARE,76.837,0
517,2015-06-01,1,BABY CARE,103.275,0
518,2015-06-02,1,BABY CARE,99.693,0
519,2015-06-03,1,BABY CARE,90.439,0
520,2015-06-04,1,BABY CARE,66.409,0
521,2015-06-05,1,BABY CARE,56.597,0
522,2015-06-06,1,BABY CARE,56.468,0
523,2015-06-07,1,BABY CARE,74.568,0
524,2015-06-08,1,BABY CARE,89.763,0
525,2015-06-09,1,BABY CARE,91.745,0
526,2015-06-10,1,BABY CARE,76.111,0
